ID_REF,GB_ACC,Gene Symbol,ENTREZ_GENE_ID
242200_at,AA505848,ADAMTSL5,339366
242201_at,AI418253,PMS2P5,5383
242202_at,BF344235,,
242203_at,T55189,,
242204_at,AI242082,WFDC5,149708
242205_at,AI742744,,
242206_at,AW590588,,
242207_at,AW292595,CENPP /// LOC100128361,401541 /// 100128361
242208_at,AI634543,ZNF37BP,100129482
242209_at,BF590315,ANKRD33,341405
242210_at,AA749167,ZNF24,7572
242211_x_at,AI925688,WDR90,197335
242212_at,AW295018,RGS16,6004
242213_at,AI469935,RP11-727F15.11,
242214_at,AU152194,RPS27A,6233
242215_at,AI699933,LOC102725345,102725345
242216_at,AI791832,,
242217_s_at,AI149639,FBRS,64319
242218_at,AI201116,PPARD,5467
242219_at,AW973774,,
242220_at,H29479,SPTBN1,6711
242221_at,AI733361,,
242222_at,AA069120,LINC01106 /// LINC01123,151009 /// 440894
242223_at,AA505323,,
242224_at,R40111,GPATCH2,55105
242225_at,AI569482,,
242226_at,AI018001,GS1-279B7.1,100288079
242227_at,AI827563,,
242228_at,AA825721,BICD1,636
242229_at,W01715,NAPEPLD,222236
242230_at,BF438383,ATXN1,6310
242231_at,AW770669,,
242232_at,AI652864,,
242233_at,AI739332,,
242234_at,AI859280,XAF1,54739
242235_x_at,AW978721,AK090844,
242236_at,BE671519,,
242237_at,N42815,,
242238_at,AI953244,NUDCD3,23386
242239_at,AW970888,NSUN6,221078
242240_at,AI805700,,
242241_x_at,R66713,,
242242_at,AA291110,USP32 /// USP6,9098 /// 84669
242243_at,AI767435,TMF1,7110
242244_at,R11654,,
242245_at,N90719,,
242246_x_at,AI970289,MEG3,55384
242247_at,AL580319,METTL15,196074
242248_at,AW873632,PHKB,5257
242249_at,AI202707,LOC102723390,102723390
242250_at,AI733484,,
242251_at,BF791392,SPATA5,166378
242252_at,AA983763,,
242253_at,AI939466,PPP5D1,100506012
242254_at,AW368057,,
242255_at,R49102,WDR37,22884
242256_x_at,AI332454,,
242257_at,AW298710,,
242258_at,AW168154,,
242259_at,AI125270,FAM187B,148109
242260_at,BG283790,MATR3,9782
242261_at,AW470799,IREB2,3658
242262_x_at,AA400533,LINC01360,101927295
242263_at,BE620297,TMED5,50999
242264_at,AI973099,,
242265_at,AI133215,BRD8,10902
242266_x_at,AW973803,,
242267_x_at,T68304,RP5-1154L15.2,
242268_at,BE157991,CELF2,10659
242269_at,AW771314,LINC00982,440556
242270_at,AA017536,ACP6,51205
242271_at,AI932662,SLC26A9,115019
242272_at,AI375066,ZNF785,146540
242273_at,AA747287,LLPH,84298
242274_x_at,AI057363,SLC25A42,284439
242275_at,AI589190,,
242276_at,T78081,,
242277_at,AW880875,,
242278_at,BE783671,LOC101930097,101930097
242279_at,R11494,,
242280_x_at,N53564,CPEB4,80315
242281_at,AW665656,GLUL,2752
242282_at,AI889717,ZFPM1,161882
242283_at,AI076810,DNAH14,127602
242284_at,AI621025,LINC00466,199899
242285_at,R32647,,
242286_at,N48896,GRIN2A,2903
242287_at,AI090487,CLIP1,6249
242288_s_at,AL552384,EMILIN2,84034
242289_at,AW962413,MRPL42,28977
242290_at,BE676272,TACC1,6867
242291_at,AV710811,EIF4ENIF1,56478
242292_at,H12084,FAM226A /// FAM226B,203429 /// 653687
242293_at,AI286142,ING3,54556
242294_at,AA973128,FBXO45,200933
242295_at,AA843728,AC007364.1 /// FLJ32955,150596
242296_x_at,BF594828,,
242297_at,BF904033,RREB1,6239
242298_x_at,AA621980,,
242299_at,AW274468,,
242300_at,BF432276,,
242301_at,R60224,CBLN2,147381
242302_at,BF222521,PDS5B,23047
242303_at,AI271427,NRG2,9542
242304_at,AI377416,LOC102724112 /// WIBG,84305 /// 102724112
242305_at,AL518943,LOC645513,645513
242306_at,N71463,,
242307_at,AW274112,ZNF789,285989
242308_at,AI088060,MCOLN3,55283
242309_at,AI702720,RP11-394I13.2,
242310_at,AA665058,,
242311_x_at,H37943,,
242312_x_at,AV736963,,
242313_at,BG284890,LOC728730,728730
242314_at,AI337097,TNRC6C,57690
242315_at,AI963979,,
242316_at,AI810103,TMOD3,29766
242317_at,H10661,HIGD1A,25994
242318_at,W78107,TAPT1,202018
242319_at,R60339,DGKG,1608
242320_at,AI435586,,
242321_at,AI628689,PTPN14,5784
242322_at,AA424067,,
242323_at,AV714268,PLA2G12A,81579
242324_x_at,AA740403,CCBE1,147372
242325_at,AA909983,YWHAH,7533
242326_at,AA977081,COL22A1,169044
242327_x_at,AI198829,,
242328_at,BG055348,RAB3C,115827
242329_at,AW071804,CREB5 /// LOC401317,9586 /// 401317
242330_at,AW195774,,
242331_x_at,AV729462,LOC642236,642236
242332_at,AI356966,FENDRR,400550
242333_at,AI242054,,
242334_at,AA833751,NLRP4,147945
242335_at,AA382004,SLC25A37,51312
242336_at,R51305,GSK3B,2932
242337_at,AI347128,,
242338_at,BG535396,TMEM64,169200
242339_at,AI123296,,
242340_at,AI090268,RP1-78O14.1,
242341_x_at,AA551847,GLYCTK,132158
242342_at,BE645219,GUCY1A2,2977
242343_x_at,H57111,,
242344_at,AA772920,GABRB2,2561
242345_at,AI217375,COL28A1,340267
242346_x_at,BF222929,,
242347_at,AI821954,,
242348_at,AA757457,FAM19A4,151647
242349_at,AW275658,HECTD1,25831
242350_s_at,AA609183,ST8SIA6-AS1,100128098
242351_at,AI377746,,
242352_at,AW272262,NIPBL,25836
242353_at,AI290192,RP11-448A19.1,
242354_at,AI191905,RP11-532F12.5,
242355_at,AW664802,LA16c-395F10.1,
242356_at,BE613520,VTI1A,143187
242357_x_at,AA649885,,
242358_at,AW024656,RASSF8-AS1,100506451
242359_at,AI021939,,
242360_at,BG548765,LDB2,9079
242361_at,T87111,,
242362_at,AI797788,,
242363_at,BF592008,DYNC1I2,1781
242364_x_at,AI809752,TNRC6C-AS1,100131096
242365_at,AA921687,,
242366_at,AI921844,,
242367_at,AW139632,,
242368_at,AV700385,,
242369_x_at,AI561070,,
242370_at,BF185922,MTHFD2L,441024
242371_x_at,AW974747,LOC102724561,102724561
242372_s_at,AL542291,MFSD4,148808
242373_at,AI733144,,
242374_at,AA747563,,
242375_x_at,AI796189,LOC101929036 /// PAH,5053 /// 101929036
242376_at,AI356095,,
242377_x_at,AI051976,THUMPD3,25917
242378_at,AI377041,MYADML2,255275
242379_at,AA007596,,
242380_at,AA283816,,
242381_x_at,R45266,,
242382_at,AL520057,LOC100506207,100506207
242383_at,BE791824,,
242384_at,AI452469,,
242385_at,R18374,RORB,6096
242386_x_at,AI692190,LOC101927608,101927608
242387_at,BF509686,TDRP,157695
242388_x_at,AW576600,TAGAP,117289
242389_at,BE887449,LUC7L3,51747
242390_at,AI821925,,
242391_at,AW052176,,
242392_at,AI765312,UBE2U,148581
242393_x_at,AV708982,AGAP6,414189
242394_at,BG431541,CNKSR3,154043
242395_at,BF513450,,
242396_at,AA195408,NR2F2,7026
242397_at,AI694722,,
242398_x_at,AA605121,,
242399_at,AA829818,,
242400_at,AI885183,ZFP90,146198
242401_x_at,AI275106,,
242402_x_at,AI401119,ARAP2 /// LOC101928667,116984 /// 101928667
242403_at,AI459177,,
242404_at,AW518888,GNB5,10681
242405_at,BF358386,,
242406_at,AI870547,,
242407_at,H71242,,
242408_at,AW968935,STYX,6815
242409_at,BF749719,,
242410_s_at,R15004,CACNA1E,777
242411_at,AI743173,ARL10,285598
242412_at,AI971548,LOC101929255,101929255
242413_at,AI814925,,
242414_at,AW960707,LOC101929880 /// QPRT,23475 /// 101929880
242415_at,AW439444,FBRSL1,57666
242416_at,C14640,,
242417_at,AI690465,LOC283278 /// PLEKHA7,144100 /// 283278
242418_at,BE880892,C2orf27A,29798
242419_at,AW003369,,
242420_at,AI084326,,
242421_at,AI369956,,
242422_at,AA180161,G3BP1,10146
242423_x_at,AA179510,,
242424_at,AA345855,,
242425_at,BF823525,,
242426_at,BF793585,NRG4,145957
242427_at,AI982694,WAC,51322
242428_at,N58513,,
242429_at,BF435183,ZNF567,163081
242430_at,T96838,,
242431_at,AI656728,,
242432_at,AV749670,LRRC37A2,474170
242433_at,AI972469,ZBTB11,27107
242434_at,AW771952,RP11-348P10.2,
242435_at,BF116176,PDE4A,5141
242436_at,AW173622,,
242437_at,AA810258,,
242438_at,AI819150,ASXL1,171023
242439_s_at,AI819150,ASXL1,171023
242440_at,N52821,,
242441_at,AA608973,,
242442_x_at,AL515269,TRMT10A,93587
242443_at,AW026978,ZC3H14,79882
242444_at,BG387308,C1QTNF6,114904
242445_at,AA296351,FGD4,121512
242446_at,AI033106,C6orf163,206412
242447_at,AI656180,C3orf70,285382
242448_at,AI800895,,
242449_at,BG054682,,
242450_at,AW004714,RGMB,285704
242451_x_at,BF589630,RPS19,6223
242452_at,AI683911,,
242453_at,AA524020,,
242454_at,BF433866,,
242455_at,BE855760,POU3F2,5454
242456_at,AA931565,MRE11A,4361
242457_at,AW451107,,
242458_at,AA721230,RALGPS2,55103
242459_at,AI025795,,
242460_at,AI034061,,
242461_at,N40184,,
242462_at,BE218570,LINC00665,100506930
242463_x_at,AI620827,ZNF600,162966
242464_at,BF114631,,
242465_at,AI193604,LOC100505592,100505592
242466_at,AW611560,,
242467_at,BF433200,,
242468_at,AA767317,,
242469_at,AI590055,,
242470_at,AI093963,EID2B,126272
242471_at,AI916641,,
242472_x_at,BF725199,FNBP4,23360
242473_at,BF000155,TRAF4,9618
242474_s_at,BG036203,VMA21,203547
242475_at,BF685182,,
242476_at,AI436356,,
242477_at,BF056282,TTC39B,158219
242478_at,AI762244,,
242479_s_at,N27515,MCM4,4173
242480_at,AA868356,,
242481_at,AI612775,,
242482_at,AI682905,PRKAR1A,5573
242483_at,AW984341,,
242484_at,AW298160,TTC9B,148014
242485_at,AW178807,,
242486_at,BF516341,,
242487_at,AW961746,CC2D1B,200014
242488_at,R55784,CHRM3,1131
242489_at,BF508737,LOC646778,646778
242490_at,AA564255,,
242491_at,AL048889,,
242492_at,AA412065,CLNS1A,1207
242493_at,AV727260,PTPRD,5789
242494_at,AW628168,,
242495_at,BE148571,,
242496_at,T57776,ART4,420
242497_at,AI694735,TRAFD1,10906
242498_x_at,AW771618,,
242499_at,AA448694,U2AF1,7307
242500_at,T87730,,
242501_at,AA778773,,
242502_at,AW628656,KCNH5,27133
242503_at,AI074149,CHST13,166012
242504_at,AI023507,,
242505_at,AA424811,,
242506_at,AI138785,,
242507_at,AI375101,UBXN7-AS1,100874034
242508_at,AA430086,KIAA2018,205717
242509_at,R71072,,
242510_at,BF511893,RP3-476K8.3,
242511_at,AI077548,,
242512_at,AI382029,MYO9A,4649
242513_x_at,R49243,KIAA2018,205717
242514_at,R16900,,
242515_x_at,AI933861,AKIP1,56672
242516_x_at,AA934358,RBM46,166863
242517_at,AI819198,KISS1R,84634
242518_at,AA748423,RAD51-AS1,100505648
242519_at,BF432331,CCDC152,100129792
242520_s_at,AW511110,C1orf228,339541
242521_at,BF512556,LOC100505812,100505812
242522_at,AA707681,TCF24,100129654
242523_at,AW770320,LINC00938,400027
242524_at,AA868507,CBLN4,140689
242525_at,AA747436,SLC2A5,6518
242526_at,AA002226,,
242527_at,AV648589,,
242528_at,AI473887,HOXA-AS2,285943
242529_x_at,H18218,,
242530_at,H22448,RP11-466P24.7,
242531_at,H56010,RRAGC,64121
242532_at,AI143137,,
242533_at,AA148929,LMF1,64788
242534_at,AI283121,EVI5L,115704
242535_at,AI245300,,
242536_at,AI522220,,
242537_at,AA694178,,
242538_at,AW007021,,
242539_at,AW665509,DIS3L2,129563
242540_at,AI911330,DNHD1,144132
242541_at,AV692159,ABCA9,10350
242542_at,AW369248,,
242543_at,AW293024,LOC101928082 /// SH2D6,284948 /// 101928082
242544_x_at,R49377,,
242545_at,AA007347,TTLL11,158135
242546_at,BE738279,DUXAP10 /// LINC01296,503639 /// 642477
242547_at,AW873344,,
242548_x_at,BF245661,ANKRD37,353322
242549_at,AW008270,PRKD3,23683
242550_at,AA628539,EIF3B,8662
242551_at,AI223854,,
242552_x_at,AW274047,ZBED5,58486
242553_at,AW079749,ABCC3,8714
242554_at,AA923516,TPCN2,219931
242555_at,AW578854,C16orf87,388272
242556_at,AA088430,,
242557_at,AI933930,ZNRD1-AS1,80862
242558_at,AW362945,,
242559_at,BF055060,,
242560_at,AA579890,FANCD2,2177
242561_at,AW075415,IPO9,55705
242562_at,AW772288,,
242563_at,AI535736,,
242564_at,AI703142,,
242565_x_at,AI146751,YBEY,54059
242566_at,AI122699,VASH1,22846
242567_at,BF115480,ABTB1,80325
242568_s_at,BF995452,,
242569_at,N57099,STAM2,10254
242570_at,AW296110,,
242571_at,AW962020,REPS2,9185
242572_at,BF435438,,
242573_at,AI560164,,
242574_at,AW340329,FKBP15,23307
242575_at,AW295593,,
242576_x_at,AW503542,,
242577_at,BF109197,LOC389834,389834
242578_x_at,AV699746,SLC22A3,6581
242579_at,AA935461,BMPR1B,658
242580_at,AW292278,,
242581_at,BE082644,MAP3K15,389840
242582_at,AA621549,RP11-330O11.3,
242583_at,AI016305,STON2,85439
242584_at,AI954412,FAM161A,84140
242585_at,BG253162,CKMT2-AS1,100131067
242586_at,H07986,FSD1L,83856
242587_at,AA029791,SLC9A9,285195
242588_at,AA759221,,
242589_x_at,R93051,,
242590_at,BE464643,,
242591_at,BF514271,DNAH1,25981
242592_at,AV727446,GPR137C,283554
242593_at,AI833186,,
242594_at,AI889584,BOD1L1,259282
242595_at,AI218614,TSSK4,283629
242596_at,BF000176,RP11-134L10.1,
242597_at,H11894,ZMYM2,7750
242598_at,BE675324,,
242599_at,W86864,,
242600_at,AA746863,FRMD3,257019
242601_at,AA600175,HEPACAM2,253012
242602_x_at,AW051899,ZNF254,9534
242603_x_at,T97290,KIN,22944
242604_at,AA284685,,
242605_at,AI453137,DCN,1634
242606_at,AL043482,,
242607_at,AW975512,,
242608_x_at,AW517479,FAM161B,145483
242609_x_at,AW511797,,
242610_x_at,AI569997,,
242611_at,BF112104,,
242612_at,AI922696,,
242613_at,AI809536,,
242614_at,BE408123,,
242615_at,AW665519,CCDC37,348807
242616_at,W80359,,
242617_at,AI290654,TMED8,283578
242618_at,AA430072,HCG18,414777
242619_x_at,H82831,,
242620_at,BF478154,,
242621_at,W31002,ZSCAN25,221785
242622_x_at,T86737,PTEN,5728
242623_x_at,T27089,PSMG4,389362
242624_at,AI700685,ABLIM2,84448
242625_at,AW189843,RSAD2,91543
242626_at,BF696216,SAMD5,389432
242627_at,BE780360,,
242628_at,AA194956,,
242629_at,BF056092,RAB3B,5865
242630_at,AA005355,,
242631_x_at,BF476660,DLC1,10395
242632_at,N51107,FGD2,221472
242633_x_at,AA829635,ZNF75A,7627
242634_at,H48897,GATAD1,57798
242635_s_at,AI857635,NAPEPLD,222236
242636_at,AW630588,PRCP,5547
242637_at,C14069,,
242638_at,AA045088,LOC101928731,101928731
242639_at,AW340004,ICE2,79664
242640_at,AA503653,PROSER3,148137
242641_at,AI761416,COL6A6,131873
242642_at,AI963104,,
242643_x_at,AI241470,RP11-177N22.3,
242644_at,BE676000,TMC8,147138
242645_at,N58278,,
242646_at,AA702946,,
242647_at,AI148382,USP34,9736
242648_at,BE858995,KLHL8,57563
242649_x_at,AI928428,HMGN2P46,283651
242650_at,AW298590,,
242651_at,AI186173,,
242652_at,AI760942,,
242653_at,AA609059,DCC,1630
242654_at,AF039185,FANCC,2176
242655_at,AI668649,BARD1,580
242656_at,AI377688,GTF2H1,2965
242657_at,AI078033,,
242658_at,BE543043,,
242659_at,T70285,,
242660_at,AA846789,MALRD1,340895
242661_x_at,AI034085,ALS2CR12,130540
242662_at,AI056815,PCSK6,5046
242663_at,AA115127,LINC00662,148189
242664_at,AI040744,,
242665_at,AL042120,FMNL2,114793
242666_at,BF439736,LOC101929760,101929760
242667_at,AI769939,TLR3,7098
242668_x_at,AI953736,SUN5,140732
242669_at,BF514975,UFM1,51569
242670_at,AI025670,LGI4,163175
242671_at,BF055144,,
242672_at,AA743129,,
242673_at,AA931284,,
242674_at,T82467,EIF4E,1977
242675_x_at,AA053962,,
242676_at,AA401733,NDUFV2-AS1,101927275
242677_at,AI088099,,
242678_at,T86427,,
242679_at,AU127120,TTN-AS1,100506866
242680_at,AW242409,AVPR1A,552
242681_at,BF516038,,
242682_at,AA831373,SOS1-IT1 /// SOS1-IT1,
242683_at,AW081766,LINC00668,400643
242684_at,AI371353,ZNF425,155054
242685_at,AA663842,GTPBP8,29083
242686_at,AI346280,STARD13,90627
242687_at,BF328554,FAM160A1,729830
242688_at,AI149880,,
242689_at,AW468659,RALGPS1,9649
242690_at,AI371849,ATP11C,286410
242691_at,AA829017,CTC-444N24.11,
242692_at,AI798758,GLYCTK-AS1,100874110
242693_at,AW664859,,
242694_at,AI554616,IQSEC3,440073
242695_at,BF512254,,
242696_at,AI252004,,
242697_at,BE466117,ZNF540,163255
242698_at,AA400121,AKAP14,158798
242699_at,AW384895,RP11-642D21.1,
242700_at,AI042220,PON2,5445
242701_at,AW977978,TBRG1,84897
242702_at,H10659,MMAA,166785
242703_at,AI298089,,
242704_at,AI927878,ZNF821,55565
242705_x_at,AI188104,LRPAP1,4043
242706_s_at,AW959449,MED23,9439
242707_at,AW959449,MED23,9439
242708_at,BF224430,,
242709_s_at,AI290807,,
242710_at,AI791820,,
242711_x_at,AI745662,FANCM,57697
242712_x_at,BE856960,RANBP2 /// RGPD1 /// RGPD2 /// RGPD3 /// RGPD4 /// RGPD5 /// RGPD6 /// RGPD8,5903 /// 84220 /// 285190 /// 400966 /// 653489 /// 727851 /// 729540 /// 729857
242713_at,AV723168,,
242714_at,AW500340,LOC101928429,101928429
242715_at,AA331548,ZNF536,9745
242716_at,AI804642,SLC30A1,7779
242717_at,AI032585,,
242718_at,AI086245,,
242719_at,R61533,RYBP,23429
242720_at,AI004137,ITIH4,3700
242721_at,AW340547,,
242722_at,AA100793,LMO7,4008
242723_at,AI001880,RP11-932O9.10,
242724_x_at,AA707848,,
242725_at,BG026159,,
242726_at,BF221850,,
242727_at,BG032269,ARL5B,221079
242728_at,AA705118,,
242729_at,BE551384,RP11-171I2.4,
242730_at,AI638414,MYRIP,25924
242731_x_at,AI312371,BMPR1A,657
242732_at,BG010493,,
242733_at,AI457588,,
242734_x_at,BF002568,GALT,2592
242735_x_at,T85294,ELF2,1998
242736_at,AI377221,,
242737_at,AW293315,,
242738_s_at,BG402859,ZFHX3,463
242739_at,AA121544,,
242740_at,AA888777,,
242741_x_at,R16558,,
242742_at,AI863135,,
242743_at,AA767714,,
242744_s_at,AI766210,CASR,846
242745_at,AI766210,CASR,846
242746_at,BG036736,KLHDC10,23008
242747_at,AW129128,,
242748_at,AA112403,SREBF2,6721
242749_at,AI022173,,
242750_at,AA678047,MMAA,166785
242751_at,N55072,,
242752_at,AI434789,PPM1K,152926
242753_x_at,AI394199,AP1AR,55435
242754_at,AW132066,LOC101559451,101559451
242755_at,BE672140,,
242756_at,AI684628,,
242757_at,BE730067,MDGA1,266727
242758_x_at,AW074853,KDM3A,55818
242759_at,AI821726,,
242760_x_at,AA808203,PIGB,9488
242761_s_at,AI061288,ZNF420,147923
242762_s_at,AA372349,FAM171B,165215
242763_at,N39188,,
242764_at,AI184027,DCHS2,54798
242765_at,AI085534,MOBP,4336
242766_at,AI360832,AP001347.6 /// BC024173 /// BC048201,
242767_at,N95437,LMCD1,29995
242768_at,BG540549,,
242769_at,BE220224,,
242770_at,AI167592,LOC642236,642236
242771_at,AU149821,TTN,7273
242772_x_at,H48551,,
242773_at,AI274308,SLC5A1,6523
242774_at,AI684761,SYNE2,23224
242775_at,BF477980,,
242776_at,AA584428,ZCCHC6,79670
242777_at,AI457242,,
242778_at,AA250935,LPXN,9404
242779_at,N36400,,
242780_at,AI332536,VAPA,9218
242781_at,BE910071,FAM199X,139231
242782_x_at,BF307733,TMEM198,130612
242783_at,N62952,,
242784_at,AV646177,,
242785_at,BF663308,EML6,400954
242786_at,AI521166,SBF2-AS1,283104
242787_at,AI924134,,
242788_at,AI467798,KDM4D,55693
242789_at,H17817,PDE1A,5136
242790_at,AA935515,AC091133.1,
242791_at,H92965,FBXO3,26273
242792_at,AA004487,,
242793_at,BG542645,,
242794_at,AI569476,MAML3,55534
242795_at,AA180060,,
242796_x_at,AI052441,,
242797_x_at,AA629668,,
242798_at,AI247368,LINC01424,101928689
242799_at,AW009153,,
242800_at,AW291487,NHS,4810
242801_at,N51511,,
242802_x_at,R49412,,
242803_at,AA642418,,
242804_at,AI674093,POLN,353497
242805_at,AW081636,,
242806_at,AI970144,,
242807_at,AI970348,FSD1L,83856
242808_at,AI733287,LOC101060510,101060510
242809_at,AI188516,IL1RL1,9173
242810_x_at,BF125537,LOC101930026,101930026
242811_x_at,N33264,,
242812_at,AW294604,HCG18,414777
242813_at,AA747304,,
242814_at,AI986192,SERPINB9,5272
242815_x_at,AI808558,RP11-295P9.12,
242816_at,AI339489,,
242817_at,BE672390,PGLYRP2,114770
242818_x_at,R63578,YIPF4,84272
242819_at,AA001150,,
242820_at,BF055165,,
242821_at,N94866,CCDC171,203238
242822_at,AI125859,LOC102723847,102723847
242823_at,BF224279,,
242824_at,AW191647,,
242825_at,AL526459,LPPR5,163404
242826_at,AA687479,,
242827_x_at,AA806368,,
242828_at,BG109695,FIGN,55137
242829_x_at,AA975422,,
242830_at,AI092709,,
242831_at,AW293235,,
242832_at,AI743776,MIR6883 /// PER1,5187 /// 102465532
242833_at,AI190773,RP11-402G3.5,
242834_at,AA251561,UBA6,55236
242835_s_at,AW772084,LOC728730,728730
242836_at,AI800470,,
242837_at,AI435248,SRSF4,6429
242838_at,AA283642,MAP6D1,79929
242839_at,AA605145,,
242840_at,R51383,,
242841_at,N68415,LOC100505570,100505570
242842_at,BF435734,,
242843_at,AA622130,BCAN,63827
242844_at,AA989220,PGGT1B,5229
242845_at,AI366780,RUNX1T1,862
242846_at,T52027,,
242847_at,AL525928,C11orf30,56946
242848_x_at,R41988,RP11-155O18.6,
242849_at,AI798701,,
242850_at,BE618178,HMBOX1,79618
242851_at,BE964989,KIAA1919,91749
242852_at,H23213,LOC285147,285147
242853_at,C18965,,
242854_x_at,AW340891,DLEU2,8847
242855_at,AI125516,KCP,375616
242856_at,AI291804,AL132709.8,
242857_at,AA748613,FARP2,9855
242858_at,BF507638,,
242859_at,BE156563,,
242860_at,AI024432,,
242861_at,AW291077,NEDD9,4739
242862_x_at,AI804210,,
242863_at,AA694386,,
242864_at,AI924872,ZNF554,115196
242865_at,AI332638,,
242866_x_at,BF509229,POU2F2,5452
242867_x_at,AI206175,RP11-465I4.3,
242868_at,T70087,,
242869_at,AW137117,,
242870_at,BE551073,,
242871_at,AI934557,PAQR5,54852
242872_at,T79833,CIT /// MIR1178,11113 /// 100302274
242873_at,BE567130,LOC101928100,101928100
242874_at,AI741506,RP11-747H7.3,
242875_at,AI659439,,
242876_at,AW665358,AKT3,10000
242877_at,AI821399,,
242878_at,BF061275,,
242879_x_at,AI939442,AKT3,10000
242880_at,BE220480,NALCN,259232
242881_x_at,BG285837,BC017398 /// CTD-2314B22.3 /// DQ786293 /// DUXAP10 /// LL22NC03-N64E9.1,503639
242882_at,AI620515,RNF207,388591
242883_at,AW772596,OTOS,150677
242884_at,AA626381,LOC440570,440570
242885_at,BG163756,,
242886_at,AW007763,,
242887_at,AI221300,KCMF1,56888
242888_at,AI861893,PRRT3-AS1,100874032
242889_x_at,AI820076,FUT8-AS1,645431
242890_at,AI650364,,
242891_at,AW028615,ADCY5,111
242892_at,AA004689,,
242893_at,AW195492,RP11-3L8.3,
242894_at,AA620926,,
242895_x_at,R63837,,
242896_at,BF223302,SNAI1P1 /// SNAI1P1,
242897_at,AA641796,,
242898_at,AI494047,EIF2AK2,5610
242899_at,N78412,SESN3,143686
242900_at,BF244214,ALG10 /// ALG10B,84920 /// 144245
242901_at,AL037888,,
242902_at,AI479358,CYMP,643160
242903_at,AI458949,IFNGR1,3459
242904_x_at,AI351653,RP11-489E7.4,
242905_at,AV733347,PNO1,56902
242906_at,BE787063,SESN3,143686
242907_at,BF509371,GBP2,2634
242908_x_at,R46483,RP5-1007H16.1,
242909_at,AI802969,,
242910_x_at,T89089,,
242911_at,AW999644,MED13L,23389
242912_at,AI041215,POTEM,641455
242913_at,AW816405,CLIC6,54102
242914_at,AI218448,RP11-307P5.2,
242915_at,AA603590,ZNF682,91120
242916_at,AA642477,CNTRL,11064
242917_at,AI884701,RASGEF1A,221002
242918_at,AU144734,NASP /// NASP,4678
242919_at,AV683221,ZNF253,56242
242920_at,AW590838,,
242921_at,AI655127,SGSM1,129049
242922_at,AU151198,NOMO3,408050
242923_at,AW027457,ZNF678,339500
242924_at,T97544,,
242925_at,BE044562,RNF148,378925
242926_at,AI798124,,
242927_at,AI658489,DCLRE1C,64421
242928_at,AI733428,TMED3,23423
242929_at,AW275093,,
242930_at,BF345392,,
242931_at,AI218358,,
242932_at,AW292329,,
242933_at,AI016631,,
242934_at,AA780365,LOC101928409,101928409
242935_at,BE778113,SBF2,81846
242936_at,H94882,,
242937_at,AV763408,FOXK2,3607
242938_s_at,AV763408,FOXK2,3607
242939_at,AI950069,TFDP1,7027
242940_x_at,AA040332,DLX6,1750
242941_x_at,AI198532,TBX1,6899
242942_at,BE541641,SLC38A10,124565
242943_at,AA352113,ST8SIA4,7903
242944_at,BG438092,FAM83A,84985
242945_at,AI860568,FAM20A,54757
242946_at,AW293276,CD53,963
242947_at,BF447963,RP4-680D5.8,
242948_x_at,T97602,,
242949_x_at,AA809353,CCDC157,550631
242950_x_at,AW969652,,
242951_at,AA702961,,
242952_at,AA642385,,
242953_at,BE909177,ZNF234,10780
242954_at,BF509843,LOC101059948,101059948
242955_x_at,W86826,,
242956_at,AA564352,IDH1,3417
242957_at,AI862096,VWCE,220001
242958_x_at,R40759,,
242959_at,AW236561,,
242960_at,AA721240,,
242961_x_at,AI304317,DDX58,23586
242962_at,AW438779,,
242963_at,AI160370,SGMS2,166929
242964_at,AI421677,,
242965_at,AI923944,,
242966_x_at,AW341515,RFX2,5990
242967_at,AI264125,,
242968_at,AI791138,,
242969_at,AI288679,ZNF780B,163131
242970_at,AA252762,DIP2B,57609
242971_at,BF514491,AC145343.2,
242972_at,AI022648,HCG18,414777
242973_at,F11066,CACNA1C,775
242974_at,AA446657,CD47,961
242975_s_at,AV753357,,
242976_at,AA281619,,
242977_at,AW297972,RP1-35C21.2,
242978_x_at,N57929,,
242979_at,AI474666,IRS1,3667
242980_at,AI924510,COMMD10,51397
242981_at,N79601,,
242982_x_at,AW131039,ITGB8,3696
242983_at,AI806626,,
242984_at,BF723626,MKLN1,4289
242985_x_at,H05502,RNF180,285671
242986_at,BF513384,NAV1,89796
242987_x_at,AI362764,LAMA5-AS1,101928158
242988_at,AA292913,DCST2,127579
242989_at,AA971931,STRN,6801
242990_at,AL038704,,
242991_at,BE501903,TJP2,9414
242992_at,BF797956,ZNF551,90233
242993_at,AI215629,,
242994_at,AI125522,RP4-657D16.3,
242995_at,AW976347,,
242996_at,AI341686,MTRF1,9617
242997_at,AW664311,,
242998_at,AI796235,RDH12,145226
242999_at,AI990366,ARHGEF7,8874
243000_at,AW194766,CDK6,1021
243001_at,AI655095,RBFA,79863
243002_at,BE466429,,
243003_at,AV702197,,
243004_at,AI939547,,
243005_at,AI378685,,
243006_at,BG222258,,
243007_at,AA835417,TTC5,91875
243008_at,AV730473,RHEB,6009
243009_at,AW513654,,
243010_at,BE000929,MSI2,124540
243011_at,BF317081,NXPE3,91775
243012_at,BF196252,,
243013_at,AW439817,,
243014_at,AA705105,,
243015_at,AW964006,CYP3A5,1577
243016_at,AW271958,,
243017_at,AA032156,USP27X-AS1,158572
243018_at,AI128388,RP11-1L12.3,
243019_at,BE504172,LOC100132207,100132207
